geo,ref_date,age_band,unemployment_rate,employment_rate,participation_rate,age_group_raw,note
Manitoba,2009-11,Older (55+),3.9,35.9,37.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2009-11,Youth (15-24),11.7,62.5,70.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2009-12,All (15+),5.8,65.1,69.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2009-12,Core (25-54),4.8,84.1,88.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2009-12,Older (55+),4.1,36.3,37.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2009-12,Youth (15-24),11.0,62.0,69.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-01,All (15+),5.7,65.2,69.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-01,Core (25-54),5.2,84.3,88.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-01,Older (55+),3.4,36.4,37.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-01,Youth (15-24),10.2,62.4,69.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-02,All (15+),5.6,65.1,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-02,Core (25-54),4.8,84.4,88.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-02,Older (55+),3.7,36.2,37.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-02,Youth (15-24),10.9,61.5,69.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-03,All (15+),5.4,65.2,68.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-03,Core (25-54),4.6,84.6,88.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-03,Older (55+),3.3,36.1,37.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-03,Youth (15-24),10.6,61.7,69.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-04,All (15+),5.1,65.6,69.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-04,Core (25-54),4.1,84.9,88.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-04,Older (55+),3.7,36.6,38.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-04,Youth (15-24),10.3,62.6,69.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-05,All (15+),5.7,65.8,69.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-05,Core (25-54),4.4,84.9,88.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-05,Older (55+),4.0,37.6,39.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-05,Youth (15-24),12.1,61.8,70.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-06,All (15+),5.5,65.9,69.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-06,Core (25-54),4.2,84.6,88.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-06,Older (55+),4.0,37.7,39.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-06,Youth (15-24),11.9,63.0,71.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-07,All (15+),5.4,65.8,69.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-07,Core (25-54),4.3,84.5,88.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-07,Older (55+),3.8,37.9,39.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-07,Youth (15-24),11.5,62.6,70.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-08,All (15+),5.5,66.0,69.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-08,Core (25-54),4.5,85.1,89.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-08,Older (55+),3.9,37.7,39.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-08,Youth (15-24),11.0,62.6,70.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-09,All (15+),5.2,66.2,69.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-09,Core (25-54),4.3,85.4,89.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-09,Older (55+),4.1,37.5,39.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-09,Youth (15-24),9.9,63.0,69.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-10,All (15+),5.1,66.5,70.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-10,Core (25-54),4.1,85.6,89.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-10,Older (55+),4.3,38.2,40.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-10,Youth (15-24),9.5,62.9,69.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-11,All (15+),5.1,66.1,69.6,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-11,Core (25-54),4.0,85.1,88.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-11,Older (55+),3.7,37.8,39.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-11,Youth (15-24),10.6,62.7,70.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-12,All (15+),5.4,65.5,69.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-12,Core (25-54),4.4,84.2,88.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-12,Older (55+),3.1,37.8,39.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2010-12,Youth (15-24),11.5,62.2,70.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-01,All (15+),5.0,65.9,69.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-01,Core (25-54),3.3,85.6,88.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-01,Older (55+),3.5,37.8,39.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-01,Youth (15-24),13.0,60.1,69.1,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-02,All (15+),5.3,65.9,69.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-02,Core (25-54),4.2,85.1,88.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-02,Older (55+),3.3,37.5,38.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-02,Youth (15-24),11.1,62.1,69.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-03,All (15+),5.8,65.7,69.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-03,Core (25-54),4.8,84.2,88.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-03,Older (55+),4.7,38.2,40.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-03,Youth (15-24),10.6,62.5,69.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-04,All (15+),5.4,65.5,69.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-04,Core (25-54),4.4,84.1,87.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-04,Older (55+),3.5,38.8,40.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-04,Youth (15-24),11.1,61.1,68.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-05,All (15+),5.4,65.6,69.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-05,Core (25-54),4.7,84.4,88.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-05,Older (55+),2.9,38.4,39.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-05,Youth (15-24),11.0,61.1,68.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-06,All (15+),5.5,65.4,69.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-06,Core (25-54),5.1,84.2,88.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-06,Older (55+),2.9,38.0,39.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-06,Youth (15-24),10.0,61.5,68.3,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-07,All (15+),5.8,65.3,69.4,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-07,Core (25-54),4.8,84.4,88.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-07,Older (55+),3.5,37.3,38.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-07,Youth (15-24),12.1,62.0,70.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-08,All (15+),5.3,65.3,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-08,Core (25-54),4.3,84.4,88.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-08,Older (55+),4.0,37.4,38.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-08,Youth (15-24),10.6,61.9,69.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-09,All (15+),5.7,65.2,69.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-09,Core (25-54),4.7,83.9,88.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-09,Older (55+),3.1,37.9,39.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-09,Youth (15-24),11.8,61.8,70.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-10,All (15+),5.4,65.5,69.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-10,Core (25-54),4.5,84.5,88.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-10,Older (55+),2.6,37.4,38.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-10,Youth (15-24),11.8,62.5,70.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-11,All (15+),5.5,65.3,69.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-11,Core (25-54),4.6,83.9,87.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-11,Older (55+),3.0,37.8,39.0,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-11,Youth (15-24),11.3,62.8,70.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-12,All (15+),5.5,65.4,69.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-12,Core (25-54),4.3,84.3,88.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-12,Older (55+),4.3,37.7,39.4,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2011-12,Youth (15-24),11.5,62.3,70.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-01,All (15+),5.5,65.1,68.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-01,Core (25-54),4.2,84.4,88.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-01,Older (55+),4.4,36.9,38.6,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-01,Youth (15-24),11.6,61.5,69.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-02,All (15+),5.5,64.9,68.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-02,Core (25-54),4.4,84.3,88.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-02,Older (55+),3.8,36.6,38.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-02,Youth (15-24),11.5,61.7,69.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-03,All (15+),5.4,65.3,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-03,Core (25-54),4.0,84.9,88.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-03,Older (55+),3.9,36.6,38.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-03,Youth (15-24),11.9,62.2,70.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-04,All (15+),5.2,65.6,69.2,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-04,Core (25-54),4.1,85.2,88.8,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-04,Older (55+),3.9,36.3,37.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-04,Youth (15-24),10.8,63.7,71.4,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-05,All (15+),5.1,65.4,68.9,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-05,Core (25-54),3.8,84.8,88.1,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-05,Older (55+),4.2,36.7,38.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-05,Youth (15-24),10.6,63.0,70.5,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-06,All (15+),5.5,64.8,68.5,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-06,Core (25-54),4.5,83.8,87.7,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-06,Older (55+),3.6,36.9,38.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-06,Youth (15-24),11.4,62.0,70.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-07,All (15+),5.7,64.8,68.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-07,Core (25-54),4.8,83.2,87.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-07,Older (55+),3.4,37.8,39.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-07,Youth (15-24),11.2,62.2,70.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-08,All (15+),5.8,65.0,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-08,Core (25-54),4.9,83.3,87.5,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-08,Older (55+),3.7,38.0,39.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-08,Youth (15-24),11.3,62.8,70.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-09,All (15+),5.4,65.3,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-09,Core (25-54),4.7,83.9,88.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-09,Older (55+),4.1,37.5,39.1,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-09,Youth (15-24),9.5,64.0,70.7,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-10,All (15+),5.8,64.9,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-10,Core (25-54),4.8,83.1,87.3,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-10,Older (55+),4.1,38.1,39.8,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-10,Youth (15-24),10.9,62.5,70.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-11,All (15+),5.4,65.0,68.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-11,Core (25-54),4.6,83.9,87.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-11,Older (55+),3.8,37.7,39.2,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-11,Youth (15-24),10.4,62.0,69.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-12,All (15+),5.1,65.6,69.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-12,Core (25-54),4.4,84.3,88.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-12,Older (55+),3.5,37.9,39.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2012-12,Youth (15-24),9.5,63.9,70.6,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-01,All (15+),4.7,65.8,69.0,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-01,Core (25-54),4.1,83.8,87.4,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-01,Older (55+),2.2,39.0,39.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-01,Youth (15-24),9.5,64.5,71.2,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-02,All (15+),5.3,65.6,69.3,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-02,Core (25-54),4.4,83.4,87.2,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-02,Older (55+),3.3,38.6,39.9,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-02,Youth (15-24),10.3,65.4,73.0,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-03,All (15+),5.3,65.4,69.1,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-03,Core (25-54),4.8,83.7,87.9,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-03,Older (55+),3.3,38.4,39.7,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-03,Youth (15-24),9.4,64.2,70.9,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-04,All (15+),5.8,64.8,68.7,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-04,Core (25-54),5.2,82.4,87.0,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-04,Older (55+),3.3,38.2,39.5,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-04,Youth (15-24),10.4,64.4,71.8,15 to 24 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-05,All (15+),5.8,64.8,68.8,15 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-05,Core (25-54),5.0,83.2,87.6,25 to 54 years,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
Manitoba,2013-05,Older (55+),3.8,37.8,39.3,55 years and over,"exploratory — not scored, not AI-Council-reviewed; LFS 14-10-0287-01 SA, Total-Gender"
